time_stamp,group,sub_jap,sub_trad_en,sub_trad_sp
11:31.3,fansub,ちょっと付き合えよ,Come with us.,Ven con nosotros.
11:32.9,fansub,暗殺の計画　進めようぜ,It's time to put our assassination plan into action.,Es hora de que pongamos en acción nuestro plan de asesinato.
11:39.9,fansub,あのタコ　機嫌によって顔の色が変わるだろ,"That octopus's face changes color according to his mood, right?","La cara del pulpo cambia de acuerdo a su humor, ¿cierto?"
11:43.9,fansub,観察しとけって言ったやつ　できてるか,Did you note down all the variations like I asked?,¿Has echo las observaciones que te dije?
11:47.2,fansub,一応,More or less.,Más o menos.
11:48.8,fansub,余裕な時は　緑のしましまなのは知ってるよね,"It's striped green when he's feeling confident, as we all know.",Sabemos que las lineas verdes aparecen cuando esta confiado.
11:53.3,fansub,生徒の解答が間違っていたら暗い紫,"When we give an incorrect answer, it's dark purple.","Cuándo damos una respuesta incorrecta, se pone de color púrpura oscuro."
11:57.1,fansub,正解だったら明るい朱色,A correct answer makes it go bright scarlet.,Una respuesta correcta hace que se ponga de color rojo.
12:00.0,fansub,面白いのは昼休みの後で…,"But what's really interesting is after lunch, when—",Pero lo que en verdad es interesante es después del almuerzo...
12:02.1,fansub,俺は知らなくていいんだよ,I don't need to know all that.,No necesito saber eso.
12:05.0,fansub,作戦がある,I have a plan.,Tengo un plan.
12:06.8,fansub,あいつが一番油断してる顔の時に　お前がやりに行け,"And at the moment he least expects it,you are going to carry it out.",Y en el momento que menos se lo espera...tú lo llevarás a cabo.
12:11.6,fansub,ぼ…僕が,M-Me? But...,¿Y-Yo? Pero...
12:13.2,fansub,でも…,,
12:13.8,fansub,いい子ぶってんじゃねえよ,Don't be such a goody-goody.,No seas tan cobarde. Somos la clase E...
12:16.0,fansub,俺らはE組だ,We're the E Class—,
12:17.9,fansub,進学校で有名なこの学校のレベルについていけなかった脱落組,the rejects that failed to keep up at this famous prep school.,...los rechazados que no pudimos estar a la altura de esta secundaria tan famosa.
12:23.0,fansub,通称　エンドのE組,They call us...the End Class.,Nos llaman... La clase Final.
12:27.7,fansub,毎日山の上の隔離校舎まで通わされて,"Every day, they send us to this isolated mountaintop campus","Todos los días, nos envían a este campus en la cima de una colina olvidada..."
12:31.3,fansub,あらゆる面でカスみたいに差別されてる,and discriminate against us in every way like we're scum.,"...y nos discriminan de todas las formas, como si fuéramos basura."
12:35.2,fansub,落ちこぼれの俺らが100億円稼ぐチャンスなんて,You think us losers are ever gonna get  another chance to score a cool ten billion yen?,¿Cuándo crées que perdedores como nosotros tendrán otra oportunidad
12:38.7,fansub,この先　一生回ってこねえぞ,,de tener 10 billones de llenes?
12:41.9,fansub,抜け出すんだよ　このクソみてえな状況から,We're gonna climb our way out of this shithole...,Vámos a poder salir de esta horrible situación...
12:46.4,fansub,たとえ　どんな手を使ってもな,any way we can.,sea cual sea el precio.
12:51.0,fansub,しくじんなよ　渚君,Just don't screw up Nagisa-kun.,No lo eches a perder Nagisa.
12:54.7,fansub,渚のやつ　E組行きだってよ,I heard Nagisa's headed for E Class.,Escuché que Nagisa es el representante de la clase E.
12:58.9,fansub,終わったな　あいつ,"Ooh. Well, that's it for him.","Bueno, hasta ahí llegó."
13:01.2,fansub,俺　あいつのアドレス消すわ,I better delete him from my address book.,Voy a borrar su información de contacto.
13:03.5,fansub,俺も,Same.,"¡Yo igual, no quiero ni pensar que estámos al mismo nivel!"
13:04.4,fansub,同じレベルだと思われたくないし,I don't want anybody to think I'm on his level!,
13:15.9,fansub,ただ今　帰りました,I'm back!,¡Estoy de regreso!
13:17.4,fansub,お…　おかえり　先生,"H-Hello, sir...","B-Bienvenido, maestro..."
13:20.1,fansub,どうしたの　そのミサイル,What's with the missile?,¿Qué pasó con ese misil?
13:22.2,fansub,お土産です,A souvenir.,Un regalo.
13:23.4,fansub,日本海で　自衛隊に待ち伏せされまして,The Self-Defense Force ambushed me over the Sea of Japan.,La fuerza de autodefensa estába esperando por mi en el mar de Japón.
13:26.5,fansub,た…　大変ですね　ターゲットだと,"I-It must be tough, having everyone after your life.",D-Debe ser terrible ser un blanco.
13:29.4,fansub,いえいえ　皆から狙われるのは力を持つ者の証しですから,Not at all! You know you're truly powerful when everyone has it in for you.,No del todo. Sabes que eres poderoso cuando todos van tras de ti.
13:34.8,fansub,さっ　5時間目を始めますよ,"Now, I do believe it's time for fifth period.",Empecemos con el quinto periodo.
13:41.9,fansub,はい,"Yes, sir.",Si.
13:43.9,fansub,先生には　分からないよね,He doesn't understand.,El maestro no lo entiende.
13:46.6,fansub,みんなから　暗殺のターゲットにされるってことは,"If you're everyone's assassination target,","Si eres el blanco de asesinato de todos,"
13:49.9,fansub,裏を返せば　みんなに力を認められているってことだ,that means they all acknowledge your power.,significa que todos ya conocen tu poder.
13:55.1,fansub,分からないよね　そんな怪物に,A creature like that wouldn't understand what it's like,Una criatura como esa no podrá entender como se siente
13:58.3,fansub,期待も警戒もされなくなった　認識さえされない人間の気持ちなんて…,"for no one to expect or fear anything from you, or even acknowledge your existence...","ser indigno de las espectativas de otros o del miedo, o siquiera el ser reconocido…"
14:06.5,fansub,お前のおかげで　俺の評価まで　落とされたよ,"Thanks to you, my evaluation's in the gutter!","Gracias a ti, ¡mi evaluación esta en el caño!"
14:10.3,fansub,唯一　よかったのは　もうお前を見ずに済むことだ,The only silver lining is I'll never have to see you again.,Lo único bueno es que no voy a poder verte nunca más.
14:19.6,fansub,殺せるかもしれない,I might just be able to kill him.,Quizá logre asesinarlo.
14:21.6,fansub,だって　この先生にも僕の姿は　見えてないから,"After all, this teacher can't see me, either.","Después de todo, tampoco es que me note."
14:36.5,fansub,はい　それでは　お題に沿って短歌を作ってみましょう,"All right, then, compose a short poem to go along with our theme.","Muy bien, chicos. Compongan un poema corto con el tema que estamos utilizando."
14:41.6,fansub,ラスト７文字を「触手なりけり」で締めてください,"The final line should be ""was tentacles all along.""",La linea final debe ser eran tentáculos todo el tiempo.
14:46.6,fansub,「触手なりけり」ですか,"Huh? ""Was tentacles all along""?","¿""Eran tentáculos todo el tiempo""?"
14:48.9,fansub,はい　書けた人は先生の所へ持ってきなさい,"Indeed! When you're finished, bring them to me.","¡Así es! Cuando terminen, entreguenlos."
14:52.7,fansub,チェックするのは　文法の正しさと触手を美しく表現できたか,I'll be looking for proper grammar and whether you've aptly  conveyed the tentacle's beauty.,Revisane la gramática......y qué tan bien expresen la belleza de los tentáculos.
14:58.2,fansub,例文です,An example:,Un ejemplo:
14:59.8,fansub,花さそふ　嵐の庭の雪ならではえゆくものは触手なりけり,Not the storm of garden's snow or flowers moving on but sprouting there instead Was tentacles all along.,La tormenta llega en destiempo o las flores tienen contratiempos pero germinando siempre están los tentaculos todo el tiempo.
15:08.2,fansub,「触手だったのだなぁ」って…,We have to write it was tentacles? Really?,¿Eran tentáculos? ¿En serio?
15:10.5,fansub,できた者から　今日は　帰ってよし,"Once you're done, you're free to go home!",¡Una vez que terminen pueden irse a casa!
15:13.3,fansub,そんなの思い付かないよ,How are we gonna write about that?,¿Cómo se supone que escríbamos sobre eso?
15:15.3,fansub,ほーら　ほら　ヌルヌル　素晴らしい句が湧いてきませんか,"Now, now...Aren't any marvelously  slithery phrases coming to mind?","Vamos, vamos. ¿No se les viene ninguna frase maravillosa y escurridiza a la mente?"
15:19.3,fansub,ヌルヌルヌルヌルヌルヌル…,Slither slither slither slither!,"¡Escurridiza, escurridiza, escurridiza!"
15:21.9,fansub,ヌルヌル　うるせえよ,Enough with the slithering!,¡Deja de repetirlo!
15:23.5,fansub,先生　質問,I have a question!,¡Tengo una pregunta!
15:26.1,fansub,何ですか　茅野さん,"Yes, Kayano-san?","Ah. ¿Si, Kayano?"
15:28.1,fansub,いまさらなんだけどさ　先生の名前　何ていうの,"It feels weird to only ask this now, but... what's your name?","Es una pregunta extraña a estas alturas, pero... ¿Cual es su nombre?"
15:32.9,fansub,他の先生と区別するとき不便だよ,How else are we supposed to refer to you specifically?,¿De qué otro modo podemos referirnos a usted maestro?
15:35.8,fansub,名前…　ですか,My... name?,¿Mi... nombre?
15:38.0,fansub,そういやぁ…,Now that you mention it...,Ahora que lo mencionas...
15:39.2,fansub,名乗ってないね,He never did tell us.,...el núnca nos lo ha dicho.
15:41.9,fansub,名乗るような名前はありませんねぇ,Hmm... I don't really have the kind of name you tell people.,Hmm... En verdad no tengo el tipo de nombre para contarle a la gente.
15:44.4,fansub,何なら　皆さんで　付けてください,Go ahead and give me one.,"Adelante, denme uno."
15:46.8,fansub,付けていいんだ,You sure about that?,¿Está seguro de eso?
15:48.1,fansub,でも　今は　課題に集中ですよ,"But right now, focus on your schoolwork.","Pero por ahora, concéntrence en su tarea."
15:50.9,fansub,はーい,"Yes, sir.",Si...
15:52.3,fansub,では　先生は　その間　一休みを,"Meanwhile, I'll just take a little break.","Mientras tanto, tomaré un pequeño descanzo."
16:03.0,fansub,おっ　もうできましたか　渚君,"Finished already, Nagisa-kun?","¿Terminaste, Nagisa?"
16:12.4,fansub,昼食の後で　僕らが眠くなるころに,"After lunch, right around the time we get sleepy,","Después del almuerzo, justo después empieza a sentirse adormilado,"
16:15.2,fansub,先生の顔が薄いピンクになるときがある,his face sometimes goes light pink.,y su cara se pone de un color rosado.
16:19.5,fansub,茅野の質問への反応も少し遅れた,"He was a little slow responding to Kayano's question, too.",Además estuvo un poco lento al responderle a Kayano.
16:22.8,fansub,たぶん　先生も一番　油断する時間なんだ,That might be when he's at his most vulnerable.,Eso significa qué es cuando esta más vulnerable.
16:29.4,fansub,この進学校で　落ちこぼれた僕らは思う,"We prep-school failures are always thinking,","Nosotros, los perdedores de la secundaria, siempre pensamos,"
16:33.4,fansub,どこかで見返さなきゃ,We gotta get back at 'em somehow.," ""Tenemos que vengarnos de ellos de alguna manera."""
16:35.4,fansub,やればできると　親や　友達や　先生たちを,"""We'll show our parents, friends, and teachers that we can do it if we try.""","Es lo que nuestros padres, amigos y maestros siempre dicen."
16:41.2,fansub,やればできると…,We can do it if we try.,Puedes hacerlo si lo intentas.
16:46.9,fansub,言ったでしょう もっと　工夫を…,Didn't I tell you to be more inventive?,¡Te lo dije: se más original!
16:50.1,fansub,認めさせなきゃ…,We have to prove ourselves...,Tenemos que probarnos a nosotros mismos...
16:52.9,fansub,どんな手を使っても…,by any means necessary.,...por cualquier medio necesario.
17:02.6,fansub,しゃーっ,Hell yeah!,¡Siii!
17:03.8,fansub,やったぜー,We did it!,¡Lo hicimos!
17:04.9,fansub,100億円いただき,Ten billion yen! Cha-ching!,¡10 billones de yenes! ¡Genial!
17:05.0,fansub,渚,Nagisa!,¡Nagisa!
17:07.3,fansub,ざまあみろ,Serves you right!,¡Bien echo!
17:08.4,fansub,寺坂　何やったんだ,Terasaka! What have you done?!,¡Terasaka! ¡¿Qué has echo?!
17:10.9,fansub,こいつも自爆テロは予想してなかったろ,Bet he never expected a suicide bomber!,¡El no esperába un acto suicida!
17:13.3,fansub,ちょっと　渚に　何　持たせたのよ,Hey! What'd you give Nagisa?!,¡Oye!¡¿Qué le has dado a Nagisa?!
17:16.8,fansub,おもちゃの手榴弾だよ,Huh? A toy grenade.,¿Eh? Una granada de juguete.
17:19.2,fansub,ただし　火薬を使って威力を上げてある,But I beefed it up with gunpowder,¡Pero le vacié la polvora
17:22.7,fansub,300発の対先生弾がすげえ速さで飛び散るようにな,so it'd shoot three hundred anti-teacher bullets at crazy-high speed!,y entonces explotó con 300 balas anti-maestro a una increible velocidad!
17:27.9,fansub,人間が死ぬ威力じゃねえよ,"Nothin' strong enough to kill human beings, all right?",No son tan fuertes como para matar a alguien.
17:30.4,fansub,俺の100億で　治療費くらい…,My ten billion yen'll cover his medical bills no prob—,Mis diez billones de llenes van a cubrir sus gastos medi-
17:35.6,fansub,無傷　やけど一つ負ってねえのか,He's not hurt? Not even a single burn?,¿No está herido? ¿Ni una sola quemadura?
17:38.6,fansub,それに　何だ　この膜,And what's with this membrane?,¿Y... esta membrana...
17:40.9,fansub,タコの死体に　つながっ…,It's attached to that octopus's corpse?,está adherida al cadaver del pulpo?
17:41.8,fansub,実は　先生　月に１度ほど　脱皮をします,"As it happens, I shed my skin about once a month.",Como sucede. Cambio mi piel una vez al mes.
17:45.9,fansub,脱いだ皮を渚君にかぶせて守りました,I protected Nagisa-kun there by covering him with my old skin.,Protegi a Nagisa cubriéndolo con mi vieja piel.
17:51.5,fansub,月1で使える　先生の奥の手です,It's my once-monthly ace-in-the-hole.,Cada mes es mi as bajo la manga.
17:58.2,fansub,寺坂　吉田　村松,"Terasaka, Yoshida, Muramatsu.","Terasaka, Yoshida, Muramatsu."
18:03.8,fansub,先生の顔は　顔色を見るまでもなく…,You don't have to look at the color of his face to know.,No hay necesidad de verle el color del rostro para saberlo.
18:12.8,fansub,真っ黒,Pitch black! He is furious!,¡Negro puro! ¡Está furioso!
18:14.6,fansub,ど怒りだ,,
18:15.7,fansub,首謀者は　君ら３人だろ,"You three...are responsible for this, aren't you?",Ustedes tres...están detras de todo esto ¿verdad?
18:19.6,fansub,いっ　いや…,N-No!,¡N-No!
18:20.8,fansub,渚が勝手に…,It was all Nagisa's idea!,¡Todo fué idea de Nagisa!
18:29.1,fansub,いなく…,He's gone!,¡Se fué!
18:34.0,fansub,俺らんちの表札,The nameplates from our houses?!,¡¿Las placas de sus casas?!
18:36.2,fansub,政府との契約ですから　先生は　決して君たちに危害は加えない,My agreement with your government prohibits me from harming you.,Mi contrato con el gobierno no me permite lastimarlos.
18:41.7,fansub,が　しかし…,But if you try another assassination like that one...,Pero si intentan otro asesinato igual que este...
18:44.5,fansub,次　また　今のような方法で暗殺に来たら,,
18:49.2,fansub,君たち以外には何をするか分かりませんよ,I might just harm someone else.,Tal vez dañe a alguien mas
18:53.2,fansub,家族や友人…　いいや,"Your family, your friends...","Su familia, sus amigos..."
18:56.3,fansub,君たち以外を地球ごと消しますかね,Maybe I'll kill everyone on the planet except you.,O inclusive acabar con todos en el planeta menos a ustedes.
19:01.6,fansub,5秒間で　皆　悟った,It only took five seconds for everyone to understand.,Solo tomó cinco segundos para que todos entendieran...
19:04.6,fansub,地球の裏でも　逃げられないと,Nowhere on this planet was safe.,...que ningún lugar de este planeta es seguro.
19:08.0,fansub,どうしても逃げたければ,Our only escape from this situation...,Si de verdad queremos escapar...
19:12.3,fansub,この先生を殺すしか…,was to kill him!,...todo lo que podemos hacer es asesinarlo.
19:16.7,fansub,何なんだよ　てめえ　迷惑なんだよ,"What the hell's your deal, anyway? You're a real pain in the ass!",¿Qué diablos quieres entonces? ¡Solo eres una enorme molestia!
19:20.1,fansub,いきなり来て　地球　爆破とか　暗殺しろとか,"Showing up all ""I'm gonna blow up the Earth"" and ""Assassinate me""!","¡Mostrando todo eso de ""voy a destruir la tierra"" o ""asesinenme""!"
19:23.5,fansub,迷惑なやつに　迷惑な殺し方して　何が悪いんだよ,What's wrong with using an annoying method to kill an annoying guy?!,¡¿Qué tiene de malo utilizar un metodo aburrido para acabar con un tipo aburrido?!
19:28.0,fansub,迷惑　とんでもない,Annoying? Hardly.,¿Aburrido? Al contrario.
19:30.2,fansub,君たちのアイデア自体は　すごくよかった,Your idea itself was a very good one.,La idea fue bastante buena.
19:33.2,fansub,特に　渚君,"Especially you, Nagisa-kun.","Especialmente tú, Nagisa."
19:34.9,fansub,君の肉薄までの自然な体運びは100点です,The way you carried yourself so naturally on your approach gets full marks from me.,La forma en la que naturalmente te acercaste merece la máxima puntuación.
19:38.9,fansub,先生は　見事に　隙を突かれました,You did an excellent job making it past my defenses.,Hiciste bien en aprovechar la debilidad en mis defensas.
19:41.9,fansub,ただし,However!,¡Sin embargo!
19:43.5,fansub,寺坂君たちは　渚君を,None of you looked out for Nagisa-kun—,Ninguno de ustedes se preocupó por Nagisa
19:45.9,fansub,渚君は　自分を大切にしなかった,not even Nagisa-kun himself.,ni siquiera él mismo…
19:49.4,fansub,そんな生徒に暗殺する資格はありません,Students like that aren't fit to assassinate anyone.,Estudiantes como ustedes no pueden asesinar a nadie.
19:53.1,fansub,人に笑顔で胸を張れる暗殺をしましょう,We need an assassination worth smiling about—one to be proud of!,Necesitamos un asesinato que valga la pena. ¡Uno del cual estar orgullosos!
19:56.3,fansub,君たち　全員　それができる力を秘めた有能なアサシンだ,You're all capable assassins who have that power within you.,Todos son asesinos capaces que tienen el poder en su interior.
20:01.7,fansub,ターゲットである先生からのアドバイスです,Just a few words of advice from your teacher-cum-target.,Es un consejo de su maestro y de su blanco.
20:06.3,fansub,マッハ20で怒られてうねる触手で褒められた,"One moment we were being chewed out at Mach 20, and the next we were being praised with waving tentacles.","Nos molestába a Mach 20, y ahora nos alaba con todos sus tentáculos."
20:11.5,fansub,この異常な教育が　僕は　普通に　うれしかった,"It wasn't your average education, but it made me pretty happy.",Esta inusual educación me pone un poco feliz.
20:16.3,fansub,この異常な先生は僕らのことを　正面から見てくれたから,All because this unusual teacher was actually willing to look us in the eye.,Todo a causa de este inusual maestro y actualmente nos estába mirando cara a cara
20:30.8,fansub,あなたの…,If you...,Si tu...
20:33.3,fansub,あなたの時間をくれるなら,"If you're willing to give up your time,",Si tú estas dispuesto a dar tu tiempo...
20:36.3,fansub,あの子たちを教えてあげて,go teach those children.,úsalo para enseñarle a esos chicos.
20:40.8,fansub,なんて　すてきな触手…,What splendid tentacles.,Qué espléndidos tentáculos...
20:43.7,fansub,この手なら　きっと　あなたはすてきな教師に…,"With hands like these, I'm sure you'll be a splendid teacher.",Con manos como estas...Estoy segura de que serás un gran maestro.
20:51.0,fansub,さて　問題です　渚君,"Let me pose you a question, Nagisa-kun.",Tengo una pregunta para ti Nagisa:
20:53.8,fansub,先生は　殺される気などみじんもない,I have not the slightest intention of being killed.,No tenia la mínima intención de ser asesinado.
20:57.0,fansub,皆さんと　来年　3月までエンジョイしてから,"I will enjoy my time with you all until next March,","Disfrutaré mi tiempo con ustedes hasta marzo,"
20:59.5,fansub,地球を爆破です,and then I will blow up the Earth.,y entonces destuiré la tierra.
21:02.1,fansub,それが嫌なら君たちは　どうしますか,"If you don't like that idea, what do you plan to do about it?",Si no les gusta la idea. ¿Qué van a hacer al respecto?
21:06.6,fansub,暗殺なんて　したことないし,"We've never assassinated anyone before,","Nunca hemos asesinado a nadie antes,"
21:09.3,fansub,僕らには　他に　すべきことがたくさんある,and there's plenty of other stuff we should be doing.,y estoy segura que haremos muchas más cosas.
21:14.2,fansub,けど　思った,"But, you know...",Pero sabes...
21:16.7,fansub,この先生なら　殺意さえも受け止めてくれるって,I think this teacher might even accept us trying to kill him.,Creo que este maestro tal vez pueda aceptar mi sed de sangre.
21:21.2,fansub,地球を爆破されるその前に　先生を殺します,Before you destroy Earth...,Antes de que destruyas la tierra... Te mataré.
21:27.4,fansub,ならば　今　やってみなさい,Then what are you waiting for?,¡Entonces hazlo!
21:29.4,fansub,殺せた者から　今日は帰ってよし,"Once you've killed me, you're free to go home!","¡Una vez que acaben conmigo, podran irse a casa!"
21:32.7,fansub,んな簡単に…,"Just like that, huh?",¿Solo así?
21:33.8,fansub,殺せるわけねえだろ,You know we can't kill you!,¡Sabes que no podemos hacerlo!
21:35.9,fansub,僕らは　殺し屋,We are killers.,Somos asesinos.
21:37.9,fansub,ターゲットは　先生,And our target...is our teacher.,Y nuestro blanco....es nuestro maestro.
21:40.9,fansub,ふきふき　ふきふき,"Wipe, wipe, wipe it clean!","¡Limpia, limpia, limpia!"
21:42.6,fansub,今　撃っても…,If we tried to shoot him now...,Si le disparamos ahora...
21:43.7,fansub,表札と一緒に手入れされる…,we'd just get polished like those nameplates.,...nos terminará puliendo como esas placas.
21:46.0,fansub,帰れねえ…,We're never getting out of here!,¡Nunca iremos a casal
21:48.1,fansub,殺せない先生か…,An unkillable teacher...,Un maestro imposible de matar...
21:50.8,fansub,殺せない…　ころ…,"Korosenai for ""unkillable and ""sensei"" for ""teacher""...""","Korosenai... ""Koro"".."
21:54.2,fansub,殺せんせーは,"Oh! What about ""Korosensei""?","¡Oh! ¿Qué tal ""Maestro Koro""?"
21:56.3,fansub,殺せんせー,Korosensei?,¿Maestro Koro?
21:59.8,fansub,殺せんせーと　僕らの暗殺教室,So here we are with Korosensei...in our assassination classroom.,"Somos nosotros y nuestro maestro Koro, en nuestro salón de asesinato."
22:05.0,fansub,始業のベルは　明日も鳴る,The bell signals the start of another school day.,Otro día y otra campana que suena.
00:48.8,ai,それでは,"Well then,","Bien,"
00:50.5,ai,ホームルームを始めます,Let's begin homeroom.,empezaremos la clase.
00:52.7,ai,日直の人は号令を,"Class monitor, give the command.","El encargado, por favor, dé la orden."
00:54.9,ai,き…起立,St… stand.,¡Se… levanten!
01:00.1,ai,気を付け,Attention.,¡Atención!
01:05.0,ai,礼,Bow.,¡Saludad!
01:09.7,ai,おはようございます,Good morning.,Buenos días.
01:11.6,ai,発砲したままで結構ですので　出欠をとります,You may keep your weapons raised; I'll take attendance.,Pueden mantener las armas cargadas; tomaré la asistencia.
01:15.2,ai,磯貝君,Isogai.,Isogai-kun.
01:16.7,ai,はい,Yes.,Sí.
01:18.0,ai,すみませんが　銃声の中なので　大きな声で,"Sorry — it's noisy with gunfire, so speak loudly.","Perdón, pero con los disparos de fondo, habla más fuerte."
01:21.4,ai,はい,Yes.,Sí.
01:22.3,ai,岡島君,Okajima.,Okajima-kun.
01:23.6,ai,はい,Yes.,Sí.
01:24.3,ai,奥田さん,Okuda.,Okuda-san.
01:25.5,ai,はい,Yes.,Sí.
01:26.3,ai,片岡さん,Kataoka.,Kataoka-san.
01:27.4,ai,はい,Yes.,Sí.
01:28.0,ai,茅野さん,Chino.,Chino-san.
01:28.9,ai,はい,Yes.,Sí.
01:29.5,ai,神崎さん,Kanzaki.,Kanzaki-san.
01:30.5,ai,はい,Yes.,Sí.
01:33.3,ai,はい　遅刻なしっと,Yes — no tardies.,"Bien, sin tardanzas."
01:36.0,ai,素晴らしい　先生　とてもうれしいです,"Wonderful. Teacher, I'm very pleased.","Excelente. Profesor, estoy muy contento."
01:39.4,ai,速過ぎ,Too fast.,Demasiado rápido.
01:40.9,ai,クラス一斉射撃で駄目なのかよ,Is a class-wide volley that hopeless?,¿No sirve disparar todos a la vez?
01:43.5,ai,僕らは,We are,Nosotros somos…
01:45.0,ai,殺し屋,assassins.,asesinos.
01:46.5,ai,僕らのターゲットは,Our target is,Nuestro objetivo es…
01:49.1,ai,先生,the teacher.,el profesor.
01:50.1,ai,残念ですねぇ,"That's unfortunate, isn't it.",Qué lástima.
01:51.6,ai,今日も命中弾ゼロです,Zero hits again today.,Hoy tampoco hay impactos.
01:54.0,ai,数に頼る戦術は　個々の思考を疎かにする,Tactics that rely on numbers neglect individual thinking.,La táctica de confiar en la cantidad descuida el pensamiento individual.
01:57.6,ai,目線　銃口の向き　指の動き,"Gaze, muzzle direction, finger movement.","La mirada, la dirección del cañón, el movimiento de los dedos."
02:01.4,ai,一人一人が単純過ぎます,Each one of you is too simple.,Cada uno es demasiado simple.
02:04.0,ai,もっと工夫しましょう,Use more ingenuity.,Sean más ingeniosos.
02:05.9,ai,でないと,Otherwise,Si no…
02:07.4,ai,最高速度マッハ20の先生は　殺せませんよ,you won't be able to kill a teacher who can hit Mach 20.,no podrán matar al profesor que alcanza Mach 20.
02:12.2,ai,いや　ていうかさ,"I mean, seriously—","O sea,"
02:14.4,ai,本当に全部よけてんのかよ　先生,"Are you really dodging everything, Sensei?","¿Realmente lo estás esquivando todo, profesor?"
02:16.6,ai,どう見ても これ　ただのBB弾だろ,"From any angle, these are just BB pellets.",A todas luces esto son solo perdigones BB.
02:19.8,ai,当たってるのに　我慢してるだけじゃないの,"They're hitting you — you're just holding back, aren't you?","Está siendo alcanzado pero solo lo toleras, ¿no?"
02:22.6,ai,そうよ　そうだよ,"Yeah, that's it.","Eso es, así es."
02:26.2,ai,では　弾を込めて渡しなさい,"Now, load the rounds and pass them along.","Entonces, carguen las balas y pásenlas."
02:29.4,ai,言ったでしょう,"I told you, remember?",¿No les dije?
02:31.0,ai,この弾は君たちにとっては無害ですが,"These rounds are harmless to you,","Estas balas son inofensivas para ustedes,"
02:36.6,ai,国が開発した対先生用特殊弾です,developed by the government specifically for use against Sensei.,son munición especial desarrollada por el país para usar contra el profesor.
02:40.4,ai,当たれば　先生の細胞を豆腐のように破壊できる,"If they hit, they can destroy Sensei's cells like tofu.","Si impactan, pueden destrozar las células del profesor como tofu."
02:45.0,ai,もちろん数秒あれば再生しますが,"Of course, he regenerates in a few seconds,","Claro, se regenerará en segundos,"
02:48.5,ai,だが　君たちも目に入ると危ない,but if it gets in your eyes it's dangerous for you too.,pero si les entra a ustedes en los ojos es peligroso.
02:52.2,ai,先生を殺す以外の目的で室内での発砲はしないように,Do not fire indoors for any purpose other than killing Sensei.,No disparen dentro del aula con otro fin que no sea matar al profesor.
02:57.5,ai,殺せるといいですね　卒業までに,Hopefully you'll be able to kill him before graduation.,Ojalá lo maten antes de graduarse.
03:02.0,ai,さあ　銃と弾を片付けましょう,"Now, put away your guns and ammo.","Bien, guarden las armas y las balas."
03:04.8,ai,授業を始めます,Class will begin.,Empezaremos la clase.
03:08.1,ai,椚ヶ丘中学校３-Eは　暗殺教室,"Kunugigaoka Middle School, Class 3-E: Assassination Classroom.",La clase 3-E de la escuela Kunugigaoka es… el aula de asesinato.
03:13.6,ai,始業のベルが　今日も鳴る,The starting bell rings again today.,Suena la campana; otro día comienza.
04:56.5,ai,はい　ここで問題です,"All right, question time.","Bien, pregunta ahora."
04:58.9,ai,磯貝君,Isogai.,Isogai-kun.
05:00.3,ai,はい,Yes.,Sí.
05:01.2,ai,この4本の触手のうち　仲間外れは,Which of these four tentacles is the odd one out?,"De estos cuatro tentáculos, ¿cuál es el intruso?"
05:04.4,ai,ええと　青い触手,Um… the blue tentacle.,Eh… el tentáculo azul.
05:06.7,ai,正解　青の例文の「WHO」だけが関係詞です,"Correct. In the blue example, only ""WHO"" is a relative pronoun.","Correcto. En la frase azul, ""WHO"" es el único pronombre relativo."
05:11.4,ai,関係代名詞は直前の名詞を修飾し,"A relative pronoun modifies the noun immediately before it,",El pronombre relativo modifica el sustantivo inmediatamente anterior
05:14.4,ai,ここでは「who is standing over there」が,"here, ""who is standing over there""","aquí ""who is standing over there"""
05:17.5,ai,前の「the boy」少年を説明しています,"describes the preceding ""the boy.""","describe al sustantivo anterior ""the boy""."
05:12.2,ai,ねえ　渚,"Hey, Nagisa.","Oye, Nagisa."
05:16.1,ai,昼間だけど　出てるね　三日月,"It's daytime, but the crescent moon is out.","Es de día, pero la media luna está ahí."
05:21.4,ai,何で僕らがこんな状態になったのか,How did we end up like this?,Por qué estamos así…
05:25.5,ai,３年生の始め,"At the start of our third year,",A comienzos de tercero.
05:27.4,ai,僕らは二つの事件に同時に遭った,we experienced two incidents at once.,Sufrimos dos incidentes al mismo tiempo.
05:45.8,ai,一つ目は　その日突然　月が爆発して三日月形になってしまったこと,The first was that the moon suddenly exploded and became a crescent.,Primero: ese día la luna explotó de repente y quedó en forma de media luna.
05:55.2,ai,番組の途中ですが　ここで臨時ニュースです,We interrupt this program for breaking news.,Interrumpimos la programación con noticias de última hora.
05:58.3,ai,つい先ほど　月が７割方蒸発し　失われたとの情報が入りました,Just now we received reports that roughly 70% of the moon has evaporated and been lost.,Hace un momento llegó información: la luna se ha evaporado en un 70% y se ha perdido.
06:04.5,ai,繰り返します,We repeat —,Repito:
06:05.7,ai,われわれはもう一生三日月しか見られないということでしょうか,does this mean we'll only ever see a crescent moon for the rest of our lives?,¿Significa esto que solo veremos medias lunas por el resto de nuestras vidas?
06:10.7,ai,そして　二つ目の事件が　これ,And the second incident is this:,Y el segundo incidente es esto:
06:13.9,ai,初めまして　私が月をやった犯人です,Nice to meet you. I am the one who did the moon.,Mucho gusto. Yo soy el que destruyó la luna.
